                title                                              ctext
0    careless whisper  summarize: i feel so unsure as i take your han...
1  could you be loved  summarize: don't let them fool, ya or even try...
2            cruisin'  summarize: baby, let's cruise, away from here ...
3                easy  summarize: know it sounds funny but, i just ca...
4     for your babies  summarize: you've got that look again the one ...
FULL Dataset: (191814, 2)
TRAIN Dataset: (153451, 2)
TEST Dataset: (38363, 2)
Initiating Fine-Tuning for the model on our dataset
Epoch: 0, Loss:  6.086909770965576
Epoch: 0, Loss:  1.4519729614257812
Epoch: 0, Loss:  1.8671413660049438
Epoch: 0, Loss:  1.8888955116271973
Epoch: 0, Loss:  1.0673046112060547
Epoch: 0, Loss:  0.536043107509613
Epoch: 0, Loss:  1.2261207103729248
Epoch: 0, Loss:  1.776580572128296
Epoch: 0, Loss:  0.5354930758476257
Epoch: 0, Loss:  0.6419955492019653
Epoch: 0, Loss:  0.6926875114440918
Epoch: 0, Loss:  1.2579022645950317
Epoch: 0, Loss:  0.9188433289527893
Epoch: 0, Loss:  1.1632072925567627
Epoch: 0, Loss:  0.8321413397789001
Epoch: 0, Loss:  0.9886313080787659
Epoch: 0, Loss:  0.648739755153656
Epoch: 0, Loss:  0.2964493930339813
Epoch: 0, Loss:  0.8987446427345276
Epoch: 0, Loss:  0.940030574798584
Epoch: 1, Loss:  1.1809015274047852
Epoch: 1, Loss:  1.6122328042984009
Epoch: 1, Loss:  0.5126567482948303
Epoch: 1, Loss:  1.4215514659881592
Epoch: 1, Loss:  0.9273161888122559
Epoch: 1, Loss:  0.5970766544342041
Epoch: 1, Loss:  0.4477696120738983
Epoch: 1, Loss:  0.7029027938842773
Epoch: 1, Loss:  1.4420382976531982
Epoch: 1, Loss:  0.35158973932266235
Epoch: 1, Loss:  1.43367338180542
Epoch: 1, Loss:  0.7408125996589661
Epoch: 1, Loss:  0.937144935131073
Epoch: 1, Loss:  0.5174385905265808
Epoch: 1, Loss:  1.5329196453094482
Epoch: 1, Loss:  0.7418983578681946
Epoch: 1, Loss:  0.9274596571922302
Epoch: 1, Loss:  0.6170888543128967
Epoch: 1, Loss:  0.9387246370315552
Epoch: 1, Loss:  0.898684561252594
Epoch: 2, Loss:  1.6150298118591309
Epoch: 2, Loss:  0.7378054261207581
Epoch: 2, Loss:  2.056363344192505
Epoch: 2, Loss:  1.5564266443252563
Epoch: 2, Loss:  1.0607258081436157
Epoch: 2, Loss:  1.7574771642684937
Epoch: 2, Loss:  0.6912998557090759
Epoch: 2, Loss:  0.5802540183067322
Epoch: 2, Loss:  0.7169964909553528
Epoch: 2, Loss:  0.7011821269989014
Epoch: 2, Loss:  0.7044324278831482
Epoch: 2, Loss:  1.3165760040283203
Epoch: 2, Loss:  1.1886488199234009
Epoch: 2, Loss:  1.7126110792160034
Epoch: 2, Loss:  1.3094079494476318
Epoch: 2, Loss:  1.0666913986206055
Epoch: 2, Loss:  0.4606945812702179
Epoch: 2, Loss:  0.7835935950279236
Epoch: 2, Loss:  0.8442648649215698
Epoch: 2, Loss:  0.31442996859550476
Epoch: 3, Loss:  0.31208956241607666
Epoch: 3, Loss:  0.5032323598861694
Epoch: 3, Loss:  0.5830077528953552
Epoch: 3, Loss:  1.1179766654968262
Epoch: 3, Loss:  0.4997611939907074
Epoch: 3, Loss:  0.6981001496315002
Epoch: 3, Loss:  1.08304762840271
Epoch: 3, Loss:  0.7233046889305115
Epoch: 3, Loss:  0.2444618046283722
Epoch: 3, Loss:  0.7199050188064575
Epoch: 3, Loss:  1.4221720695495605
Epoch: 3, Loss:  1.3423211574554443
Epoch: 3, Loss:  1.7572585344314575
Epoch: 3, Loss:  1.4873114824295044
Epoch: 3, Loss:  0.42837023735046387
Epoch: 3, Loss:  1.4471220970153809
Epoch: 3, Loss:  0.5233493447303772
Epoch: 3, Loss:  0.8994587063789368
Epoch: 3, Loss:  0.8796876072883606
Epoch: 3, Loss:  1.1377893686294556
Epoch: 4, Loss:  0.38912472128868103
Epoch: 4, Loss:  1.0804224014282227
Epoch: 4, Loss:  0.36705732345581055
Epoch: 4, Loss:  0.4055234491825104
